utc_time	lane	host	study_id	unit_id	command_or_job	status	artifact	control_gate	notes
2026-09-03T22:16:45Z	robolab-kv-client1	if-overnight-robolab-clients (68.209.75.174)	overnight_2026_09_03	client-gpu1	container d9296b39de67 (if-robolab-client-1)	READY	container logs if-robolab-client-1	n/a	GPU and RoboLab/cv2 import checks passed; isolated local OV/Kit cache
2026-09-03T22:18:20Z	fastwam-bootstrap	if-overnight-external-wams (68.209.72.187)	fastwam-6a3d693be4f3aa90	upstream-and-checkpoint	FastWAM 7faa711 + Optional-IDM checkpoint download	COMPLETE	/lambda/nfs/imagined-future/checkpoints/fastwam_release	pre-outcome	Official 12.04 GB checkpoint and matching stats complete; GPU1 untouched
2026-09-03T22:18:20Z	fastwam-bootstrap	if-overnight-external-wams (68.209.72.187)	fastwam-6a3d693be4f3aa90	libero-render-preflight	LIBERO task/state load and two-camera EGL render	COMPLETE	/lambda/nfs/imagined-future/overnight_runtime_2026_09_03/libero_config	pre-outcome	Pinned LIBERO 8f1084e; NVIDIA EGL 580.105.08 installed; no model output generated
2026-09-03T22:18:20Z	fastwam-bootstrap	if-overnight-external-wams (68.209.72.187)	fastwam-6a3d693be4f3aa90	frozen-manifest	build_fastwam_optional_idm_manifest.py	FROZEN	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm_smoke_v1/manifest.json	manifest SHA256 d7e42f7a53e31f4822ee4ee16ed94118e2f2ac1a71e966c4f6137de853f44fbb	8 unfiltered states; four independent video/action seed pairs; frozen before native/causal output
2026-09-03T22:18:20Z	fastwam-bootstrap	if-overnight-external-wams (68.209.72.187)	fastwam-6a3d693be4f3aa90	component-model-load	GPU0 model component resolution and checkpoint load	RUNNING	/lambda/nfs/imagined-future/checkpoints/fastwam_components	pre-outcome	Official Wan VAE complete; UMT5 download running; no causal output inspected
2026-09-03T22:20:10Z	fastwam-bootstrap	if-overnight-external-wams (68.209.72.187)	fastwam-6a3d693be4f3aa90	manifest-v1	pairwise first-frame design review	SUPERSEDED_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm_smoke_v1/manifest.json	n/a	Preserved for audit; superseded before any native or causal model output
2026-09-03T22:20:10Z	fastwam-bootstrap	if-overnight-external-wams (68.209.72.187)	fastwam-dd8450f367664a53	frozen-manifest-v2	build_fastwam_optional_idm_manifest.py	FROZEN	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm_smoke_v2/manifest.json	manifest SHA256 c872040226b259a8dd6d64b8966818a0232cdf4965dd3c24709df475469a92e7	Adds all 12 ordered donor-labeled first-frame arms/state and exact donor-seed invariance; zero model outcomes inspected
2026-09-03T22:30:21Z	fastwam-bootstrap	if-overnight-external-wams (68.209.72.187)	fastwam-dd8450f367664a53	component-model-load	GPU0 Optional-IDM component and checkpoint load	COMPLETE	/lambda/nfs/imagined-future/checkpoints/fastwam_components	pre-outcome	FastWAMOptionalIDM loaded in bfloat16 with 23.13 GiB peak allocation; GPU1 untouched
2026-09-03T22:30:21Z	fastwam-identity-gate	if-overnight-external-wams (68.209.72.187)	fastwam-dd8450f367664a53	libero_spatial_task00_state000_wait30	native+self-latent+self-cache+pairwise-first-frame	PASS	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm/fastwam-dd8450f367664a53/libero_spatial_task00_state000_wait30	self latent/cache max error 0; first-frame donor-seed max error 0	Four finite distinct native futures; pairwise latent L2 45.098--56.987; donor arms not yet run
2026-09-03T22:26:50Z	cosmos-server-bootstrap	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	general-8001+kv-8002	base-image server startup	FAILED_PRE_OUTCOME	preserved Docker logs in containers *-failed-openpi	n/a	Checkpoint load completed; startup failed before listener because base image omitted openpi-server
2026-09-03T22:31:32Z	cosmos-server-bootstrap	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	policy-server-image	docker build cosmos-framework:overnight-2026-09-03-policy-server	COMPLETE	sha256:95a8933deb69f2fc73697d846f7e17066a4d4e05dc9ef85718a7ee12cfea2a8c	n/a	Exact locked wheels: filelock 3.29.0, openpi-client 0.1.2, openpi-server 0.1.0; import/version check passed
2026-09-03T22:32:03Z	cosmos-server-bootstrap	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	local-checkpoint	rsync NFS checkpoint to local NVMe	COMPLETE	/var/lib/if-overnight/checkpoints/Cosmos3-Nano-Policy-DROID	rsync metadata diff count 0	32,937,437,706 bytes in 87 files; shared NFS source unchanged
2026-09-03T22:32:43Z	cosmos-general-server	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	gpu0-port8001	container 7a699fb83117998f41678ebcef123319d3aeeb4ddb7eefbfad0a652c9df8f468	READY	Docker logs if-cosmos-general-8001	listener 0.0.0.0:8001	Derived image and local checkpoint; private client address 172.26.133.114
2026-09-03T22:32:43Z	cosmos-kv-server	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	gpu1-port8002	container d2cd32fb41f82b1d70328c2cfe7489c4cb9267408fd741d204685dad452d2eb4	READY	Docker logs if-cosmos-kv-8002	listener 0.0.0.0:8002	Attention instrumentation enabled; dedicated to exactly one K/V client
2026-09-03T22:35:05Z	cosmos-server-audit	if-overnight-robolab-clients (68.209.75.174)	overnight-2026-09-03-server-audit	fixed-public-observation	server audit on 172.26.133.114:8001	PASS	/lambda/nfs/imagined-future/results/overnight_2026_09_03/smoke/server_audit.json	exact native/future/x0, timing-none, state hash, and zero action-coordinate overwrite	Engineering audit only; no frozen RoboLab state
2026-09-03T22:36:25Z	cosmos-recording-client0	if-overnight-robolab-clients (68.209.75.174)	overnight_2026_09_03	seeds-3554-6693-8901	container exec PID 11079	RUNNING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/recordings	server audit passed	GPU0 queue; first seed 3554; one policy rollout per six tasks; no video export
2026-09-03T22:36:25Z	cosmos-recording-client2	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	seeds-4828-8281-8632	container exec PID 32678	RUNNING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/recordings	server audit passed	GPU2 queue; first seed 4828; one policy rollout per six tasks; no video export
2026-09-03T22:36:25Z	cosmos-recording-client3	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	seeds-5017-5428	container exec PID 32726	RUNNING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/recordings	server audit passed	GPU3 queue; first seed 5017; one policy rollout per six tasks; no video export
2026-09-03T22:37:02Z	cosmos-kv-dev-smoke	if-overnight-robolab-clients (68.209.75.174)	overnight-2026-09-03-kv-dev-banana	BananaInBowlTask-seed0-step64	container exec PID 11862	RUNNING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/smoke/kv_banana_development	server audit passed	Excluded development state; minimal full 2x2 K/V factorial; all layers 0--35; dedicated port8002/client GPU1
2026-09-03T22:40:30Z	cosmos-recording-clients	new H100 nodes	overnight_2026_09_03	seeds-3554-4828-5017	Isaac Sim AppLauncher preflight	FAILED_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/recording_seed_*.failed_h100.log	n/a	H100 has no RT cores and no NVIDIA Vulkan/GLX ICD; no recording files created; processes terminated and Cosmos servers left intact
2026-09-03T22:40:30Z	cosmos-kv-dev-smoke	if-overnight-robolab-clients (68.209.75.174)	overnight-2026-09-03-kv-dev-banana	BananaInBowlTask-seed0-step64	Isaac Sim AppLauncher preflight	FAILED_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/kv_banana_development.failed_h100.log	n/a	H100 is unsupported by Isaac Sim; main runner never began and no outcome artifact was created
2026-09-03T22:44:37Z	cosmos-recording-client0	if-overnight-robolab-clients (68.209.75.174)	overnight_2026_09_03	seeds-3554-6693-8901	post-failure admission audit	INVALID_UNSUPPORTED	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/recording_seed_3554.failed_h100.log	no scientific outputs	Queue wrapper and Isaac process stopped; H100 attempt excluded from analysis
2026-09-03T22:44:37Z	cosmos-recording-client2	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	seeds-4828-8281-8632	post-failure admission audit	INVALID_UNSUPPORTED	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/recording_seed_4828.failed_h100.log	no scientific outputs	Queue wrapper and Isaac process stopped; H100 attempt excluded from analysis
2026-09-03T22:44:37Z	cosmos-recording-client3	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	seeds-5017-5428	post-failure admission audit	INVALID_UNSUPPORTED	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/recording_seed_5017.failed_h100.log	no scientific outputs	Queue wrapper and Isaac process stopped; H100 attempt excluded from analysis
2026-09-03T22:44:37Z	cosmos-kv-dev-smoke	if-overnight-robolab-clients (68.209.75.174)	overnight-2026-09-03-kv-dev-banana	BananaInBowlTask-seed0-step64	post-failure admission audit	INVALID_UNSUPPORTED	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/kv_banana_development.failed_h100.log	no scientific outputs	AppLauncher failed before runner import; excluded engineering smoke produced no admitted outcome
2026-09-03T22:50:55Z	robolab-recovery-prep	if-overnight-robolab-clients (68.209.75.174)	overnight_2026_09_03	robolab-image-archive	docker save + zstd level 3	COMPLETE	/lambda/nfs/imagined-future/runtime/images/robolab_overnight-2026-09-03_ea2b318e.tar.zst	SHA256 a47a9e97620c0ba46746f867d68f5788ec4388a78f1f6f16adbd738c47722b5c	18304716347 bytes; image ID ea2b318e; local and NFS hashes matched; portable sidecar verified
2026-09-03T22:50:55Z	cosmos-connectivity-prep	workstation + if-overnight-robolab-clients	overnight_2026_09_03	ports-8001-8002	public/private TCP probe	COMPLETE	n/a	public timed out; private reachable	Use 172.26.133.114 on same-region replacement; firewall unchanged; restricted persistent tunnel documented only as fallback
2026-09-03T22:53:51Z	cosmos-kv-model-audit	if-overnight-cosmos-servers (68.209.73.251)	overnight-2026-09-03-kv-factorial-dev-banana103-attempt1	action-only excluded development state	attempt1	FAILED_PRE_INFERENCE	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/kv_factorial_action_only_dev.log	no output	Missing optional av import; no inference request completed; not admitted to science
2026-09-03T22:54:53Z	cosmos-kv-model-audit	if-overnight-cosmos-servers (68.209.73.251)	overnight-2026-09-03-kv-factorial-dev-banana103-attempt2	action-only excluded development state	attempt2	FAILED_ENGINEERING_GATE	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/kv_factorial_action_only_dev.attempt2.log	record/replay exact; clean clamp vs native max abs 0.0622215271	Requests completed; exposed and removed invalid assumption that a constrained clean self-future must equal unconstrained native; not admitted to science
2026-09-03T22:56:00Z	cosmos-kv-model-audit	if-overnight-cosmos-servers (68.209.73.251)	overnight-2026-09-03-kv-factorial-dev-banana103-attempt3	action-only excluded development state	attempt3	FAILED_ENGINEERING_INVARIANT	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/kv_factorial_action_only_dev.attempt3.log	no admitted output	Recipient K/V record future-target check failed; diagnostic led to corrected signature audit; not admitted to science
2026-09-03T22:57:44Z	cosmos-kv-model-audit	if-overnight-cosmos-servers (68.209.73.251)	overnight-2026-09-03-kv-factorial-dev-banana103-attempt4	action-only excluded development state	attempt4	FAILED_SERIALIZATION	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/kv_factorial_action_only_dev.attempt4.log	no atomic output	Requests and gates completed; strict allow_nan=false JSON write rejected a diagnostic NaN; not admitted to science
2026-09-03T22:58:44Z	cosmos-kv-model-audit	if-overnight-cosmos-servers (68.209.73.251)	overnight-2026-09-03-kv-factorial-dev-banana103-attempt5	action-only excluded development state	attempt5	PASS_EXCLUDED_ENGINEERING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/smoke/kv_factorial_action_only_dev.json	SHA256 0722ced8938d90fbf9c7707b24bb4cab08346f60d92c0ef2a6bc9415a88c3cee	Final script SHA256 4a3997fe; all exact gates 0; stable/distinct R/D future signatures; zero action-coordinate writes; one state hash; projections R/R -0.0041, D/R 0.0270, D/D 1.0025, R/D 0.9632; container stopped; excluded from frozen science
2026-09-03T22:58:45Z	robolab-recovery-prep	planning only	overnight_2026_09_03	cross-region-a10-kit	capacity/topology correction	AMENDED_PRE_LAUNCH	/lambda/nfs/imagined-future/docs/overnight_2026-09-03/a10_recovery_kit.md	n/a	A10 capacity is us-east-1/us-west-1 with no Georgia NFS; use exact rsync artifact/code transfer, local outputs, and restricted SSH tunnels; earlier same-region private-IP note is superseded; no instance change
2026-09-03T23:04:17Z	robolab-throughput-prep	measured prior artifacts + frozen runner	overnight_2026_09_03	selection-free-plus-kv	two-A10 runtime model	COMPLETE	/lambda/nfs/imagined-future/docs/overnight_2026-09-03/runtime_throughput.md	16.54 client-GPU-hours baseline	Balanced 8.27 h/lane; ~10.3 h end-to-end measured-rate forecast; ~14.4 h with 1.5x A10 slowdown; physical Isaac replay dominates 1.2 s Cosmos inference
2026-09-03T23:06:50Z	robolab-recovery-prep	if-overnight-cosmos-servers (68.209.73.251)	overnight_2026_09_03	frozen-a10-input-bundle	deterministic tar gzip	COMPLETE	/lambda/nfs/imagined-future/runtime/images/cosmos3_a10_inputs_a231d03b.tar.gz	SHA256 ccd3c699511d48b88b34dff951884d5962a3f5d5e4eaa3731496f04b5de6fd12	24637 bytes; exact seeded-screen/branch runners, protocol modules, config, manifest, and recording queue; no outcomes
2026-09-03T23:02:35Z	cosmos-kv-existing-bridge	if-overnight-cosmos-servers (68.209.73.251)	cosmos3-kv-existing-v1	existing 22-state selected-pair cohort	manifest-v1	SUPERSEDED_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/cosmos3_kv_existing_v1/manifest.json	SHA256 be0b602bae41647bd51b8d2b2b2d048ed124c180661e551be88d864e1e069bd5	Preserved for audit; superseded before any evaluation outcomes
2026-09-03T23:06:28Z	cosmos-kv-existing-bridge	if-overnight-cosmos-servers (68.209.73.251)	cosmos3-kv-existing-v2	existing 22-state selected-pair cohort	manifest-v2	SUPERSEDED_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/cosmos3_kv_existing_v2/manifest.json	SHA256 82ba4fe0a7f68ee1ffdc5c571c0aece3701fa76317882a32c9a48223bad0d762	Added clean runner exit; preserved and superseded before any evaluation outcomes
2026-09-03T23:12:05Z	cosmos-kv-existing-bridge	if-overnight-cosmos-servers (68.209.73.251)	cosmos3-kv-existing-bb8591311eda8a59	21 evaluation states; Banana103 excluded development	manifest-v3	FROZEN_ACTIVE	/lambda/nfs/imagined-future/results/overnight_2026_09_03/cosmos3_kv_existing_v3/manifest.json	SHA256 972bcab77e2b999c703250f9e7ab17f3d854c858d99712bb7873d0bbf589714f	Explicit selected-pair/model-only/no-endpoint scope; runner SHA256 83285e99; prose protocol SHA256 c64c13b3; not a replacement for fresh selection-free study
2026-09-03T23:12:48Z	cosmos-kv-model-audit	if-overnight-cosmos-servers (68.209.73.251)	overnight-2026-09-03-kv-factorial-dev-scope-exit	excluded Banana103 development state	scope-and-clean-exit test	PASS_EXCLUDED_ENGINEERING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/smoke/kv_factorial_action_only_dev_scope_exit_test.json	SHA256 a946d9e5c716b255f57877002791ebaf7f3f5772fe44133153ddc87cb24120ae	Mode 0644; all exact gates passed; explicit excluded scope; process exited cleanly; no frozen science admitted
2026-09-03T23:18:30Z	cosmos-kv-model-audit	if-cosmos-kv-8002 on if-overnight-cosmos-servers	cosmos3-kv-existing-bb8591311eda8a59	excluded Banana103 development state	same-server-container topology gate	PASS_EXCLUDED_ENGINEERING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/smoke/kv_factorial_action_only_dev_server_container_test.json	SHA256 8bbfec3b846137808555a519756b496e733299242fc078414f3b22b3104f3ece	/workspace/.venv/bin/python to localhost:8002; exit 0 in 15.0 s; all exact/signature gates passed; approved batch topology; excluded from science
2026-09-03T23:19:00Z	cosmos-kv-existing-run	if-cosmos-kv-8002 on if-overnight-cosmos-servers	cosmos3-kv-existing-bb8591311eda8a59	21 frozen selected-pair states	launcher PID 42129	RUNNING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/cosmos3_kv_existing_v3/run	launcher SHA256 dd3cab800431ddf542bab574a528f3971d5df813750720b939c3a1247e2e68a4	Validate-only passed; first state atomically complete and second started; no outcomes inspected while ledgering
2026-09-03T23:23:00Z	cosmos-kv-existing-run	if-cosmos-kv-8002 on if-overnight-cosmos-servers	cosmos3-kv-existing-bb8591311eda8a59	21 frozen selected-pair states	complete batch plus frozen analysis	COMPLETE	/lambda/nfs/imagined-future/results/overnight_2026_09_03/cosmos3_kv_existing_v3/analysis	summary SHA256 prefix 7681fcb8; plot SHA256 prefix 64e19022	21/21 accepted, zero retries/exclusions; analyzer SHA256 prefix 5a2fe27f; all 42 crossed arms followed K/V; equal-task projections R/R -.0112, D/R .1190, R/D .8842, D/D 1.0038; updated prose SHA256 prefix efaff8ac
2026-09-03T22:43:00Z	fastwam-smoke	if-overnight-external-wams (68.209.72.187)	fastwam-dd8450f367664a53	8-state full frozen matrix	576 registered atomic JSON/NPZ arms	PASS	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm/fastwam-dd8450f367664a53/analysis	all 9 prespecified scale criteria passed	Analyzed only after 576/576 arms and 8/8 summaries existed; self-replay and first-frame invariance max error 0
2026-09-03T22:46:41Z	fastwam-powered-freeze	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	120 states across all 40 LIBERO tasks	8,640 unique registered arms	FROZEN_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm_powered_v1/manifest.json	manifest SHA256 d74edd650f32faf7a0907871ae43e7362b5be19e029bef0b17d055eb114d125a	Config SHA256 dd4e1c9036dbbbbf2290665d4d9fd936de16b09229f583a5741ddd7458d6e47b; protocol SHA256 8822feb7384ab1e932d31c9605b8e58387b02457f79cc294a377ce0c0ca45bfe; checkpoint/stats hashes and upstream commits recorded in protocol; zero powered outcomes inspected
2026-09-03T22:47:25Z	fastwam-powered-run	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	manifest-order shards 0/2 and 1/2	launcher PID 11931; worker PIDs 11935,11936	RUNNING	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm_powered/fastwam-813f0233b9a2c083	log /lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/fastwam_powered_813f0233.log	Both H100s assigned only after frozen smoke PASS; 60 states/4,320 arms per shard; estimated 1.5--2 hours from launch
2026-09-03T22:48:55Z	fastwam-powered-run	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	initial dual-GPU launcher PID 11931	GPU1 EGL/CUDA visibility assertion	FAILED_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/logs/fastwam_powered_813f0233.failed_preoutcome.log	0 powered run JSON records	Both workers stopped; manifest unchanged; GPU1 import passed after mapping EGL ID to the shard's physical GPU ID; corrected launcher SHA256 9496923347e1b597a302d8c73e1e68b43c196e2b4a6cceeef17303a6b45e24a3
2026-09-03T22:59:50Z	fastwam-cache-factorial-freeze	if-overnight-external-wams (68.209.72.187)	fastwam-kvfact-62d1420912418ade	120-state future-latent x video-cache 2x2	5,760 unique registered arms	FROZEN_PRE_OUTCOME	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_cache_factorial_powered_v1/manifest.json	manifest SHA256 cd7b1ee6acbc06d7aa8ebafe17c16a4f63e8082e05aa390f8264cfe1bc2ca326	Config SHA256 f95c77330de9b8626c664fe4046814d212cd736049c093d510718548ffd0f309; protocol SHA256 4240fe6fc8db4462d70b12292da1aafd13898fe1e76e55c2870fa26c2c98503e; runner SHA256 08094d256288791b45162b71655ab760bef52a211efa16c3e35eb18e30250b06; launch blocked on full parent completion; no powered or factorial causal output inspected
2026-09-03T23:01:23Z	fastwam-powered-analysis	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	state and suite-task-state hierarchical analyzer	10,000 draws seed 20260903	FROZEN_IMPLEMENTATION_PRE_OUTCOME	/lambda/nfs/imagined-future/overnight_code_2026_09_03/fastwam_optional_idm/src/imagined_future/fastwam_analysis.py	analyzer SHA256 fcfd5986b03fe3171821fd20e86acf07cd4eac425c78ad32c111d63917daec38	Requires all 120 states/8,640 arms; emits run/state/task/suite/aggregate JSON, CSV, LaTeX and plot; powered gate uses hierarchical lower bounds fixed in protocol; 11 tests pass
2026-09-03T23:11:51Z	fastwam-cache-factorial-freeze-v2	if-overnight-external-wams (68.209.72.187)	fastwam-kvfact-ae55b7ed720094d4	120-state future-latent x video-cache 2x2	5,760 unique registered arms	FROZEN_PRE_OUTCOME_SUPERSEDES_V1	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_cache_factorial_powered_v2/manifest.json	manifest SHA256 d6eb93b00af45ef7449247e7b038c8daa2907fdd25ed4ba4cb1e4275a95425b9	Config SHA256 dbd9fb224daed4d261be86d093f5e6e4d57e306ec8672175640e5d646551cb12; protocol SHA256 d7c2bd2932289cecba24843f284776a56fa0ff9adcaa1e6ab1cae3b40a69dcb1; runner SHA256 833ea5757714a39abc7ba34d3b334efb23a42b12657b9187bec7bc7bb49532e4; analyzer SHA256 0009a896644c40624acff25f7151e3322fd54663f57737b610edaeb07319e615; 12 tests pass including synthetic complete factorial analysis and parent-completeness audit; no factorial output or partial powered causal metric inspected
2026-09-03T23:12:15Z	fastwam-powered-analysis-hash	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	final synchronized powered analyzer	comment-only label clarification	FROZEN_IMPLEMENTATION_PRE_OUTCOME	/lambda/nfs/imagined-future/overnight_code_2026_09_03/fastwam_optional_idm/src/imagined_future/fastwam_analysis.py	analyzer SHA256 4fc27fc7ed0e75acab09215b32a6842ce43b07a28b3bf0722404bcdaf44dd0b5	No analysis or gate behavior changed from the 23:01 implementation; remote py_compile and all 12 FastWAM tests pass; no partial powered causal metric inspected
2026-09-03T23:21:25Z	fastwam-powered-analysis-hash	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	final synchronized powered analyzer plus leave-one-task-out robustness	40 task exclusions; gate unchanged	FROZEN_IMPLEMENTATION_PRE_OUTCOME	/lambda/nfs/imagined-future/overnight_code_2026_09_03/fastwam_optional_idm/src/imagined_future/fastwam_analysis.py	analyzer SHA256 1b69751302acaea435037b0d344085c0f05f9eb438bfe25b6d5822d3c34d7e1d	All 12 FastWAM tests pass; no partial powered action or causal metric inspected; the added descriptive table is not used by the frozen gate
2026-09-03T23:38:05Z	fastwam-powered-analysis-v2-freeze	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	balanced 4x4 future-source retrieval grids	16 latent cells and 16 cache cells per state	FROZEN_PRE_OUTCOME_SUPERSEDES_RETRIEVAL_GATE_V1	/lambda/nfs/imagined-future/overnight_code_2026_09_03/fastwam_optional_idm/docs/fastwam-optional-idm-powered-analysis-v2.md	analyzer SHA256 ea0f7dde4278bd4904c0820f611f8b0902e4b1eebbf2b6d8a9c37b31958f65a3; analysis-v2 protocol SHA256 72b571d48494904c0f34d1334817cd59210736d0c97ff25e5cd255ad75e166c5	Exact source-label permutation chance is 0.25 only for self+donor 16-cell grids; donor-only retrieval is secondary with 1/3 reference and empirical wrong/shuffle contrasts; 9 targeted tests pass; 8,353/8,640 arms existed but no powered payload had been opened
2026-09-03T23:42:00Z	fastwam-powered-result	if-overnight-external-wams (68.209.72.187)	fastwam-813f0233b9a2c083	120 states across all 40 LIBERO tasks	8,640/8,640 arms; 120/120 summaries	PASS_POWERED_EXTERNAL_REPLICATION	/lambda/nfs/imagined-future/results/overnight_2026_09_03/fastwam_optional_idm_powered/fastwam-813f0233b9a2c083/analysis/fastwam_results.json	results SHA256 bbcc86f0398f92bf9f48dc6f1e47b20e28db0a4eb92ad229c6dc0a82c885ab0e	All 11 frozen v2 criteria passed; latent/cache 4x4 source retrieval 0.999479 [0.997396,1.0] versus 0.25; donor projection 0.868993; distance reduction 0.682837; exact replay and first-frame invariance errors 0; analyzer first opened powered payload after complete count and worker exit
